list_name	name	label	question	code	color
xj24z57	do_not_know	Do not know	Would_you_say_that_m_roup_can_be_trusted	888	grey
xj24z57	probably_not	Probably Not	Would_you_say_that_m_roup_can_be_trusted	1	orange
xj24z57	definitely_not	Definitely Not	Would_you_say_that_m_roup_can_be_trusted	0	red
ys5be15	always	Always	d14	2	green
ys5be15	sometimes	Sometimes	d14	1	yellow
ys5be15	not_at_all	Not at all	d14	0	red
ys5be15	don_t_know	Don’t know 	d14	888	grey
ys5be15	refused_to_answer	Refused to answer   	d14	888	darkgrey
ys5be15	na	0	d14	888	black
qr7zi11	definitely	Definitely	Would_you_consider_y_ty_to_be_trustworthy	3	green
qr7zi11	probably	Probably	Would_you_consider_y_ty_to_be_trustworthy	2	lightgreen
qr7zi11	do_not_know	Do not know	Would_you_consider_y_ty_to_be_trustworthy	888	grey
qr7zi11	probably_not	Probably Not	Would_you_consider_y_ty_to_be_trustworthy	1	orange
qr7zi11	definitely_not	Definitely Not	Would_you_consider_y_ty_to_be_trustworthy	0	red
st2dq11	yes	Yes	d16		
st2dq11	no	No	d16		
st2dq11	don_t_know	Don't Know	d16		
st2dq11	refused_to_answer	Refused to answer	d16		
gi9wx88	definitely	Definitely	Do_you_feel_that_you_cts_in_your_location	3	green
gi9wx88	probably	Probably	Do_you_feel_that_you_cts_in_your_location	2	lightgreen
gi9wx88	do_not_know	Do not know	Do_you_feel_that_you_cts_in_your_location	888	grey
gi9wx88	probably_not	Probably Not	Do_you_feel_that_you_cts_in_your_location	1	orange
gi9wx88	definitely_not	Definitely Not	Do_you_feel_that_you_cts_in_your_location	0	red
dz1rd05	strongly_disagree	Strongly disagree	Are_you_satisfied_wi_in_the_PRA_projects	4	green
dz1rd05	disagree	Disagree	Are_you_satisfied_wi_in_the_PRA_projects	3	lightgreen
dz1rd05	neither_agree_nor_disagree	Neither agree nor disagree	Are_you_satisfied_wi_in_the_PRA_projects	2	yellow
dz1rd05	agree	Agree	Are_you_satisfied_wi_in_the_PRA_projects	1	orange
dz1rd05	strongly_agree	Strongly agree	Are_you_satisfied_wi_in_the_PRA_projects	0	red
dz1rd05	don_t_know	Don’t know 	Are_you_satisfied_wi_in_the_PRA_projects	888	grey
dz1rd05	refused_to_answer	Refused to answer   	Are_you_satisfied_wi_in_the_PRA_projects	888	darkgrey
vx2vr00	0	None, I have not considered emigration before	e1	3	blue
vx2vr00	1	I do not have any concrete plans yet, but I have considered the possibility and would like more information	e1	2	lightblue
vx2vr00	2	I have made preparations (i.e. saved some money, contacted friends/family abroad) but am considering delaying my plans	e1	1	yellow
vx2vr00	3	I have made concrete arrangements (saved enough money, chosen a destination/route, sold possessions, bought a ticket/organized transportation) and plan to emigrate within the next year.	e1	0	lightgreen
vx2vr00	4	Don't Know	e1	888	grey
vx2vr00	5	Refused to answer	e1	888	darkgrey
te0sn29	within_the_county	Within the county	If_you_chose_answer_nning_to_emigrate_to		
te0sn29	outside_the_county_but_within_the_state	Outside the county but within the state	If_you_chose_answer_nning_to_emigrate_to		
te0sn29	outside_the_state_but_within_the_country	Outside the state but within the country	If_you_chose_answer_nning_to_emigrate_to		
te0sn29	outside_the_country	Outside the country	If_you_chose_answer_nning_to_emigrate_to		
jr8ja65	within_the_county	Within the county	##Unknown##		
jr8ja65	outside_the_county_but_within_the_state	Outside the county but within the state	##Unknown##		
jr8ja65	outside_the_state_but_within_the_country	Outside the state but within the country	##Unknown##		
jr8ja65	outside_the_country	Outside the country	##Unknown##		
zi92h23	lack_of_employment_opportuniti	Lack of employment opportunities	What_is_the_main_reason_why_yo		
zi92h23	more_money_offered_for_jobs_el	More money offered for jobs elsewhere	What_is_the_main_reason_why_yo		
zi92h23	threats_security	Threats/security	What_is_the_main_reason_why_yo		
zi92h23	education	Education	What_is_the_main_reason_why_yo		
zi92h23	other__please_specify	Other (please specify)	What_is_the_main_reason_why_yo		
rr8tp52	completely_safe	Completely safe	Do_you_feel_you_and_safe_where_you_live	4	green
rr8tp52	relatively_safe	Relatively safe	Do_you_feel_you_and_safe_where_you_live	3	lightgreen
rr8tp52	neither_safe_nor_insecure	Neither safe nor insecure	Do_you_feel_you_and_safe_where_you_live	2	yellow
rr8tp52	relatively_insecure	Relatively insecure	Do_you_feel_you_and_safe_where_you_live	1	orange
rr8tp52	not_safe_at_all	Not safe at all	Do_you_feel_you_and_safe_where_you_live	0	red
rr8tp52	don_t_know	Don't know	Do_you_feel_you_and_safe_where_you_live	888	grey
rr8tp52	refused_to_answer	Refused to answer	Do_you_feel_you_and_safe_where_you_live	888	darkgrey
gi3gw19	definitely	Definitely	Do_you_think_you_wil_e_in_the_near_future	3	green
gi3gw19	probably	Probably	Do_you_think_you_wil_e_in_the_near_future	2	lightgreen
gi3gw19	do_not_know	Do not know	Do_you_think_you_wil_e_in_the_near_future	888	grey
gi3gw19	probably_not	Probably Not	Do_you_think_you_wil_e_in_the_near_future	1	orange
gi3gw19	definitely_not	Definitely Not	Do_you_think_you_wil_e_in_the_near_future	0	red
fv31i37	definitely	Definitely	Do_you_expect_this_s_tuation_will_improve	3	green
fv31i37	probably	Probably	Do_you_expect_this_s_tuation_will_improve	2	lightgreen
fv31i37	do_not_know	Do not know	Do_you_expect_this_s_tuation_will_improve	888	grey
fv31i37	probably_not	Probably Not	Do_you_expect_this_s_tuation_will_improve	1	orange
fv31i37	definitely_not	Definitely Not	Do_you_expect_this_s_tuation_will_improve	0	red
ks5am09	completely_safe	Completely safe	Do_you_feel_your_herd_cattle_are_safe	4	green
ks5am09	relatively_safe	Relatively safe	Do_you_feel_your_herd_cattle_are_safe	3	lightgreen
ks5am09	neither_safe_nor_insecure	Neither safe nor insecure	Do_you_feel_your_herd_cattle_are_safe	2	yellow
ks5am09	relatively_insecure	Relatively insecure	Do_you_feel_your_herd_cattle_are_safe	1	orange
ks5am09	not_safe_at_all	Not safe at all	Do_you_feel_your_herd_cattle_are_safe	0	red
ks5am09	don_t_know	Don't Know	Do_you_feel_your_herd_cattle_are_safe	888	grey
ks5am09	refused_to_answer	Refused to Answer	Do_you_feel_your_herd_cattle_are_safe	888	darkgrey
uj1ml49	definitely	Definitely	Do_you_think_your_li_e_in_the_next_1_year	3	green
uj1ml49	probably	Probably	Do_you_think_your_li_e_in_the_next_1_year	2	lightgreen
uj1ml49	do_not_know	Do not know	Do_you_think_your_li_e_in_the_next_1_year	888	grey
uj1ml49	probably_not	Probably Not	Do_you_think_your_li_e_in_the_next_1_year	1	orange
uj1ml49	definitely_not	Definitely Not	Do_you_think_your_li_e_in_the_next_1_year	0	red
cv57z51	definitely	Definitely	Do_you_expect_this_s_tuation_will_improve_001	3	green
cv57z51	probably	Probably	Do_you_expect_this_s_tuation_will_improve_001	2	lightgreen
cv57z51	do_not_know	Do not know	Do_you_expect_this_s_tuation_will_improve_001	888	grey
cv57z51	probably_not	Probably Not	Do_you_expect_this_s_tuation_will_improve_001	1	orange
cv57z51	definitely_not	Definitely Not	Do_you_expect_this_s_tuation_will_improve_001	0	red
nu2hk70	strongly_disagree	Strongly disagree	Has_the_economic_sit_f_market_information_001	0	red
nu2hk70	disagree	Disagree	Has_the_economic_sit_f_market_information_001	1	orange
nu2hk70	neither_agree_nor_disagree	Neither agree nor disagree	Has_the_economic_sit_f_market_information_001	2	yellow
nu2hk70	agree	Agree	Has_the_economic_sit_f_market_information_001	3	lightgreen
nu2hk70	strongly_agree	Strongly agree	Has_the_economic_sit_f_market_information_001	4	green
nu2hk70	don_t_know	Don't know	Has_the_economic_sit_f_market_information_001	888	grey
nu2hk70	refused_to_answer	Refused to answer	Has_the_economic_sit_f_market_information_001	888	darkgrey
zr8py73	strongly_disagree	Strongly disagree	Do_you_expect_that_t_continue_to_improve	0	red
zr8py73	disagree	Disagree	Do_you_expect_that_t_continue_to_improve	1	orange
zr8py73	neither_agree_nor_disagree	Neither agree nor disagree	Do_you_expect_that_t_continue_to_improve	2	yellow
zr8py73	agree	Agree	Do_you_expect_that_t_continue_to_improve	3	lightgreen
zr8py73	strongly_agree	Strongly agree	Do_you_expect_that_t_continue_to_improve	4	green
ro5cq49	strongly_disagree	Strongly disagree	Do_you_expect_to_see_e_in_the_near_future	0	red
ro5cq49	disagree	Disagree	Do_you_expect_to_see_e_in_the_near_future	1	orange
ro5cq49	neither_agree_nor_disagree	Neither agree nor disagree	Do_you_expect_to_see_e_in_the_near_future	2	yellow
ro5cq49	agree	Agree	Do_you_expect_to_see_e_in_the_near_future	3	lightgreen
ro5cq49	strongly_agree	Strongly agree	Do_you_expect_to_see_e_in_the_near_future	4	green
ro5cq49	don_t_know	Don't know	Do_you_expect_to_see_e_in_the_near_future	888	grey
ro5cq49	answer	Answer	Do_you_expect_to_see_e_in_the_near_future	888	darkgrey
sz8sr35	strongly_disagree	Strongly disagree	Do_you_expect_that_y_w_in_the_near_future	0	red
sz8sr35	disagree	Disagree	Do_you_expect_that_y_w_in_the_near_future	1	orange
sz8sr35	neither_agree_nor_disagree	Neither agree nor disagree	Do_you_expect_that_y_w_in_the_near_future	2	yellow
sz8sr35	agree	Agree	Do_you_expect_that_y_w_in_the_near_future	3	lightgreen
sz8sr35	strongly_agree	Strongly agree	Do_you_expect_that_y_w_in_the_near_future	4	green
sz8sr35	don_t_know	Don't Know	Do_you_expect_that_y_w_in_the_near_future	888	grey
sz8sr35	answer	Answer	Do_you_expect_that_y_w_in_the_near_future	888	darkgrey
wq5si59	strongly_disagree	Strongly disagree	Do_you_feel_you_have_secure_future_income	0	red
wq5si59	disagree	Disagree	Do_you_feel_you_have_secure_future_income	1	orange
wq5si59	neither_agree_nor_disagree	Neither agree nor disagree	Do_you_feel_you_have_secure_future_income	2	yellow
wq5si59	agree	Agree	Do_you_feel_you_have_secure_future_income	3	lightgreen
wq5si59	strongly_agree	Strongly agree	Do_you_feel_you_have_secure_future_income	4	green
wq5si59	don_t_know	Don't Know	Do_you_feel_you_have_secure_future_income	888	grey
wq5si59	answer	Answer	Do_you_feel_you_have_secure_future_income	888	darkgrey
id5mc82	definitely	Definitely	In_general_do_you_f_onsive_to_your_needs	3	green
id5mc82	probably	Probably	In_general_do_you_f_onsive_to_your_needs	2	lightgreen
id5mc82	do_not_know	Do not know	In_general_do_you_f_onsive_to_your_needs	888	grey
id5mc82	probably_not	Probably Not	In_general_do_you_f_onsive_to_your_needs	1	orange
id5mc82	definitely_not	Definitely Not	In_general_do_you_f_onsive_to_your_needs	0	red
ji6bg51	husband	Husband	In_your_household_who_decides_	2	blue
ji6bg51	wife	Wife	In_your_household_who_decides_	0	green
ji6bg51	jointly	Jointly	In_your_household_who_decides_	1	pink
ji6bg51	others__specify	Others (specify)	In_your_household_who_decides_	888	grey
te3of15	husband	Husband	In_your_household_who_decides__001	2	blue
te3of15	wife	Wife	In_your_household_who_decides__001	0	green
te3of15	jointly	Jointly	In_your_household_who_decides__001	1	pink
te3of15	others__specify	Others (specify)	In_your_household_who_decides__001	888	grey
qn3wq89	irrigation_dams_dykes	Irrigation dams/dykes	What_assets_do_you_have_or_kn		
qn3wq89	water_tank_to_store_water	Water tank to store water	What_assets_do_you_have_or_kn		
qn3wq89	water_pumps	Water pumps	What_assets_do_you_have_or_kn		
qn3wq89	savings_to_overcome_the_difficult_period	Savings to overcome the difficult period	What_assets_do_you_have_or_kn		
qn3wq89	other__specify	Other (specify)	What_assets_do_you_have_or_kn		
kl5km76	i_know_how_to_make_a_water_dam	I know how to make a water dam	What_skills_do_you_have_or_kn		
kl5km76	i_know_what_plants_or_crops_to_grow_that	I know what plants or crops to grow that are more resistant to drought or reduced rainfall	What_skills_do_you_have_or_kn		
kl5km76	i_know_where_to_find_work_to_overcome_th	I know where to find work to overcome the difficult period	What_skills_do_you_have_or_kn		
kl5km76	other__please_specify	Other (please specify)	What_skills_do_you_have_or_kn		
			testvalid		
testvalid	valid	Valid	testvalid		
testvalid	test	Test	testvalid		
			testvalid		
month	jan	January	month		
month	feb	February	month		
month	mar	March	month		
month	apr	April	month		
month	may	May	month		
month	jun	June	month		
month	jul	July	month		
month	aug	August	month		
month	sep	September	month		
month	oct	October	month		
month	nov	November	month		
month	dec	December	month		
			testvalid		
Consent	1	Yes	Consent		
Consent	2	No	Consent		
